,joined,kind,link,location,market,name,pitch,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric
128,2013-11-01,Startup,https://angel.co/company/amino-apps,Shanghai,Interest Graph,Amino Apps,"
Your Interests...Times Infinity
",72350000,51-200,Series C,AminoApps.com,6.123287671232877,11815548.098434005,1,1,125.0
129,2012-09-01,Startup,https://angel.co/company/amiquo,Amsterdam,Content Discovery,Amiquo,"
Instagram for games. 
",20000,1-10,,amiquo.com,7.2904109589041095,2743.3295753476136,0,0,5.0
130,2012-11-01,Startup,https://angel.co/company/amitree,San Francisco,Productivity Software,Amitree,"
Fix your inbox
",22148000,1-10,Series B,amitree.com,7.123287671232877,3109238.4615384615,1,1,5.0
131,2013-06-01,Startup,https://angel.co/company/amoo-venture-capital-advisory,London,Small and Medium Businesses,Amoo Venture Capital Advisory,"
Trailblazing boutique firm which supports TMT start-ups with EM interest
",32000,1-10,Seed,amoo.co.uk,6.542465753424658,4891.1222780569515,0,0,5.0
132,2012-11-01,Startup,https://angel.co/company/amulyte,Mountain View,Medical Devices,Amulyte,"
Activity tracking & emergency response system for seniors
",255000,1-10,,amulyte.com,7.123287671232877,35798.07692307692,0,0,5.0
133,2013-02-01,Startup,https://angel.co/company/anaplan,San Francisco,Cloud Computing,Anaplan,"
Anaplan Empowers Company to Act, Collaborate in Real Time
",231400000,1001-5000,IPO,anaplan.com,6.8712328767123285,33676634.768740036,1,1,3000.0
134,2013-10-01,Startup,https://angel.co/company/anaqua,Boston,Intellectual Property,Anaqua,"
Full lifecycle solution for IP management
",129000000,201-500,Series C,anaqua.com,6.208219178082191,20778905.56045896,1,1,350.0
135,2013-02-01,Startup,https://angel.co/company/anchanto,Singapore,E-Commerce Platforms,Anchanto,"
Ecommerce Selling and Logistic Platform
",1170000,51-200,Series B,anchanto.com,6.8712328767123285,170275.11961722487,0,0,125.0
136,2015-12-01,Startup,https://angel.co/company/anchorfm,New York City,Audio,Anchor,"
The easiest way to create, share and interact with audio.
",14400000,11-50,Acquired,anchor.fm,4.041095890410959,3563389.8305084747,1,1,25.0
137,2012-10-01,Startup,https://angel.co/company/anctu,-,Application Platforms,Anctu,"
Marketplace for socia media tools
",30000,1-10,Seed,anctu.com,7.208219178082191,4161.915621436717,0,0,5.0
138,2010-10-01,Startup,https://angel.co/company/angaza-design,San Francisco,Emerging,Angaza,"
Software for selling life-changing products in underserved markets
",14500000,51-200,Series B,angaza.com,9.210958904109589,1574211.778703153,1,1,125.0
139,2011-03-01,Startup,https://angel.co/company/angellist,San Francisco,Startups,AngelList,"
We're the world’s largest startup community. We help startups change the world.
",24000000,51-200,Series B,angel.co,8.797260273972602,2728122.080348801,1,1,125.0
140,2012-10-01,Startup,https://angel.co/company/aniways,Tel Aviv-Yafo,Messaging,Aniways,"
Contextualized. personalized. monetized
",1140000,11-50,Seed,aniways.com,7.208219178082191,158152.79361459523,0,0,25.0
141,2013-08-01,Startup,https://angel.co/company/annexon-1,Palo Alto,Pharmaceuticals,Annexon,"
Innovative neurodegeneration therapeutics by targeting complement
",1167000,1-10,Seed,gust.com,6.375342465753425,183048.99011602922,0,0,5.0
142,2014-07-01,Startup,https://angel.co/company/antlos,Milan,Boating Industry,Antlos,"
Experience authentic yacht holidays with local Skippers around the world.
",1105000,11-50,Acquired,antlos.com,5.46027397260274,202370.79779227296,0,0,25.0
143,2012-07-01,Startup,https://angel.co/company/apartment-list,San Francisco,Rental Housing,Apartment List,"
Create a new chapter in renting.
",103000000,51-200,Series C,apartmentlist.com,7.46027397260274,13806463.459419757,1,1,125.0
144,2015-08-01,Startup,https://angel.co/company/apervita,Chicago,,Apervita,"
",18000000,,Series A,apervita.com,4.375342465753425,4113963.681903569,1,1,
145,2012-08-01,Startup,https://angel.co/company/apixio,San Mateo,Insurance,Apixio,"
Apixio's AI platform transforms disparate data into actionable knowledge in healthcare
",53401348,51-200,Series D,apixio.com,7.375342465753425,7240524.524517087,1,1,125.0
146,2012-12-01,Startup,https://angel.co/company/apozy,San Francisco,Enterprise Security,Apozy,"
Trusted Browsing Platform. Stop phishing and malware in the browser. 
",1400000,1-10,Seed,apozy.com,7.041095890410959,198832.68482490274,0,0,5.0
147,2013-02-01,Startup,https://angel.co/company/app-annie,San Francisco,App Stores,App Annie,"
Build a better app business.
",140000000,201-500,Series E,appannie.com,6.8712328767123285,20374800.637958534,1,1,350.0
148,2013-06-01,Startup,https://angel.co/company/app-in-the-air,Los Angeles,Social Travel,App in the Air,"
AI powered travel assistant
",900000,1-10,-,appintheair.mobi,6.542465753424658,137562.81407035174,0,0,5.0
149,2012-07-01,Startup,https://angel.co/company/app-io,San Francisco,Mobile Advertising,App.io,"
Interactive streaming like never before.
",1180000,1-10,Acquired,app.io,7.46027397260274,158171.13477781857,0,0,5.0
150,2013-06-01,Startup,https://angel.co/company/appcell-mobile-advertising-solutions,Hod Hasharon,Mobile Advertising,AppCell Mobile Advertising Solutions,"
Better mobile monetization platform
",60000,1-10,Seed,appcellads.com,6.542465753424658,9170.854271356784,0,0,5.0
151,2012-12-01,Startup,https://angel.co/company/appdirect,San Francisco,Developer APIs,AppDirect,"
The Leading Cloud Service Marketplace & Management Platform
",246000000,201-500,Series D,appdirect.com,7.041095890410959,34937743.19066148,1,1,350.0
152,2015-04-01,Startup,https://angel.co/company/appfollow,Helsinki,Mobile Games,AppFollow,"
All-in-one service to win in app stores, we're seeking a series A round
",2075000,51-200,Seed,appfollow.io,4.7095890410958905,440590.4595695172,1,0,125.0
153,2013-01-01,Startup,https://angel.co/company/appgeek,Toronto,iPhone,AppGeek,"
App Discovery Based on Personality
",15000,1-10,Seed,appgk.com,6.956164383561644,2156.3607719574634,0,0,5.0
154,2011-08-01,Startup,https://angel.co/company/appgyver,Helsinki,Application Platforms,AppGyver,"
Next Gen Visual B2E / B2B App Development Platform
",3000000,11-50,,appgyver.com,8.378082191780821,358077.17462393723,1,0,25.0
155,2015-02-01,Startup,https://angel.co/company/applift-1,Berlin,Mobile Advertising,AppLift,"
data driven app marketing
",20000000,201-500,Series A,applift.com,4.8712328767123285,4105736.7829021374,1,1,350.0
156,2014-06-01,Startup,https://angel.co/company/appneta,Vancouver,Networking,AppNeta,"
Proactive end-user performance monitoring for any application, network, or cloud
",39800000,51-200,-,appneta.com,5.542465753424658,7180919.426594167,1,1,125.0
157,2017-01-01,Startup,https://angel.co/company/apponboard,Los Angeles,Mobile,AppOnboard,"
Dream Big. Build Fast. No-Code development software for anyone. 
",34000000,51-200,Seed,apponboard.com,2.9534246575342467,11512059.369202226,1,1,125.0
158,2014-03-01,Startup,https://angel.co/company/appscotch,San Francisco,Mobile Advertising,AppScotch,"
""Try-before-install"" app marketing platform 
",700000,1-10,Seed,appscotch.com,5.794520547945205,120803.78250591017,0,0,5.0
159,2014-09-01,Startup,https://angel.co/company/appsheet,Seattle,Developer Tools,AppSheet,"
DIY mobile app platform
",17015000,11-50,Series A,appsheet.com,5.2904109589041095,3216196.2713619885,1,1,25.0
160,2012-03-01,Startup,https://angel.co/company/appsurfer,San Francisco,App Stores,AppSurfer,"
Instant Access to your apps without downloading
",200000,1-10,Seed,appsurfer.com,7.794520547945205,25659.050966608087,0,0,5.0
161,2015-06-01,Startup,https://angel.co/company/appu2,Palo Alto,Messaging,AppU2,"
Internet is awesome again!
",100000,1-10,,AppU2.com,4.542465753424658,22014.47527141134,0,0,5.0
162,2014-04-01,Startup,https://angel.co/company/appzen,San Jose,Finance Technology,AppZen,"
Finance Favors the Bold
",102500000,51-200,Series C,appzen.com,5.7095890410958905,17952255.27831094,1,1,125.0
163,2013-01-01,Startup,https://angel.co/company/appear-here,London,Retail Technology,Appear Here,"
Appear Here is the leading marketplace for short-term retail space.
",21400000,11-50,Series B,appearhere.co.uk,6.956164383561644,3076408.0346593144,1,1,25.0
164,2013-05-01,Startup,https://angel.co/company/apperian,Boston,Productivity Software,Apperian,"
The Mobile Application Management (MAM®) company.
",35400000,51-200,,apperian.com,6.627397260273972,5341463.414634147,1,1,125.0
165,2012-12-01,Startup,https://angel.co/company/appetize,Playa Vista,Music,Appetize,"
The most flexible and powerful enterprise point of sale solution.
",20000000,51-200,,appetizeapp.com,7.041095890410959,2840466.926070039,1,1,125.0
166,2015-01-01,Startup,https://angel.co/company/appetizr,New York City,Food and Beverages,Appetizr,"
Discover and share the best food in your city.
",125000,1-10,Seed,helloappetizr.com,4.956164383561644,25221.116639027085,0,0,5.0
167,2011-11-01,Startup,https://angel.co/company/appington,San Mateo,Mobile Advertising,Appington,"
Pandora like #RichAudioAds for mobile apps
",1200000,1-10,-,appington.com,8.126027397260273,147673.63452461228,0,0,5.0
168,2014-02-01,Startup,https://angel.co/company/appinions-1,New York City,Social Media,Appinions,"
Attention Analytics Platform (SaaS) for B2B Marketers
",5600000,11-50,Series A,appinions.com,5.8712328767123285,953803.0797946804,1,0,25.0
169,2012-12-01,Startup,https://angel.co/company/applause,San Mateo,Developer Tools,Applause,"
A worldwide community of digital experience experts to help you improve your application
",115800000,201-500,Acquired,applause.com,7.041095890410959,16446303.501945525,1,1,350.0
170,2012-04-01,Startup,https://angel.co/company/applicasa,-,Developer Tools,Applicasa,"
A platform used by game developers to segment their users and create in game promotions
",1000000,1-10,Seed,applicasa.com,7.7095890410958905,129708.5998578536,0,0,5.0
171,2013-02-01,Startup,https://angel.co/company/applykit,Manchester,College Recruiting,ApplyKit,"
Match.com for the college search process. 
",103000,1-10,-,applykit.com,6.8712328767123285,14990.031897926636,0,0,5.0
172,2014-06-01,Startup,https://angel.co/company/appoet,Chicago,Mobile Advertising,Appoet,"
Hyper Local Discoverability Platform CMS
",20000,1-10,Seed,infused.today,5.542465753424658,3608.502224419179,0,0,5.0
173,2012-03-01,Startup,https://angel.co/company/apportable,San Francisco,Android,Apportable,"
Objective-C for Android
",20010000,11-50,,apportable.com,7.794520547945205,2567188.049209139,1,1,25.0
174,2013-03-01,Startup,https://angel.co/company/apprenda-1,New York City,Cloud Infrastructure,Apprenda,"
Private PaaS Enablement
",39000000,11-50,Series D,apprenda.com,6.794520547945205,5739919.35483871,1,1,25.0
175,2013-09-01,Startup,https://angel.co/company/apps4pro,Tours,SaaS,Apps4Pro,"
Critical mobile apps
",200000,1-10,Seed,apps4pro.com,6.2904109589041095,31794.425087108015,0,0,5.0
176,2012-03-01,Startup,https://angel.co/company/appsembler,Seattle,Open Source,Appsembler,"
We help trainers and educators deliver better online learning experiences.
",118000,11-50,Seed,appsembler.com,7.794520547945205,15138.840070298771,0,0,25.0
177,2011-04-01,Startup,https://angel.co/company/appsfire,Paris,Mobile Advertising,Appsfire,"
Appsfire is a global leading discovery and distribution platform for mobile apps.
",4600000,11-50,Series A,appsfire.com,8.712328767123287,527987.4213836478,1,0,25.0
178,2013-04-01,Startup,https://angel.co/company/appthority,San Francisco,Enterprise Security,Appthority,"
Trust Your Apps
",33300000,11-50,Series B,appthority.com,6.7095890410958905,4963046.141282156,1,1,25.0
179,2011-01-01,Startup,https://angel.co/company/appticles,United Kingdom,SaaS,Appticles,"
Mobile Web Application Publishing Platform for Content Creators.
",210000,1-10,,appticles.com,8.95890410958904,23440.366972477066,0,0,5.0
180,2012-06-01,Startup,https://angel.co/company/apptimate,Lund,Application Platforms,Apptimate,"
Secure Communication for apps and things
",185000,1-10,Seed,apptimate.io,7.542465753424658,24527.787867780604,0,0,5.0
181,2013-08-01,Startup,https://angel.co/company/apptimize,San Francisco,Big Data Analytics,Apptimize,"
Accelerate mobile innovation
",18400000,11-50,Acquired,apptimize.com,6.375342465753425,2886119.4671250535,1,1,25.0
182,2012-05-01,Startup,https://angel.co/company/apptopia,Boston,Big Data Analytics,Apptopia,"
Quantcast for Apps. Accurate market intelligence on the global app ecosystem.
",6005000,51-200,Seed,apptopia.com,7.627397260273972,787293.4626436782,1,0,125.0
183,2013-02-01,Startup,https://angel.co/company/appuri,Seattle,SaaS,Appuri,"
Appuri enables businesses to keep their users longer with Proactive Retention Management.
",2375000,11-50,Seed,appuri.com,6.8712328767123285,345643.9393939394,1,0,25.0
184,2013-07-01,Startup,https://angel.co/company/appvance,Santa Clara,Developer Tools,Appvance.ai,"
AI for software testing and QA. 4M lines. $120B TAM.
",13500000,11-50,Series B,appvance.ai,6.46027397260274,2089694.6564885497,1,1,25.0
185,2014-06-01,Startup,https://angel.co/company/apropose,Mountain View,Web Design,Apropose,"
Data for designers
",1875000,1-10,Seed,apropose.com,5.542465753424658,338297.08353929804,0,0,5.0
186,2011-03-01,Startup,https://angel.co/company/crittercism,San Francisco,Developer Tools,Apteligent (formerly Crittercism),"
Mobile Application Performance Monitoring
",48720000,51-200,Acquired,apteligent.com,8.797260273972602,5538087.823108066,1,1,125.0
187,2014-01-01,Startup,https://angel.co/company/arangodb,San Francisco,Open Source,ArangoDB,"
the multi-model NoSQL DB
",19169006,51-200,Series A,arangodb.com,5.956164383561644,3218347.3735050596,1,1,125.0
188,2016-08-01,Startup,https://angel.co/company/arcadia_io,Burlington,Big Data,Arcadia.io,"
Making healthcare data sing the tune of improved patient health and quality of care.
",43000000,201-500,Series A,arcadiasolutions.com,3.372602739726027,12749796.913078798,1,1,350.0
189,2012-08-01,Startup,https://angel.co/company/arcametrics-systems,Raleigh,Advertising Platforms,Arcametrics Systems,"
Full Custom Audience Targeting that Scales
",400000,1-10,Acquired,arcametrics.com,7.375342465753425,54234.76968796433,0,0,5.0
190,2015-02-01,Startup,https://angel.co/company/archilogic,Zurich,Architecture,Archilogic,"
Moving buildings online
",9500000,11-50,Closed,archilogic.com,4.8712328767123285,1950224.9718785153,1,0,25.0
191,2013-05-01,Startup,https://angel.co/company/architizer,New York City,Product Search,Architizer,"
The world's largest architecture and design network
",10500000,11-50,Series A,architizer.com,6.627397260273972,1584332.3687474164,1,0,25.0
192,2013-09-01,Startup,https://angel.co/company/archively,San Francisco,Social CRM,Archively,"
Archively is the destination for your people research.  
",297000,1-10,Seed,archively.com,6.2904109589041095,47214.7212543554,0,0,5.0
193,2012-03-01,Startup,https://angel.co/company/arcus,New York City,Developer APIs,Arcus,"
 Arcus is powering the future of payments. 
",17100000,51-200,Series A,arcusfi.com,7.794520547945205,2193848.8576449915,1,1,125.0
194,2012-05-01,Startup,https://angel.co/company/are-you-a-human,Detroit,Advertising Platforms,Are You a Human,"
Replace online annoyances with delightful experiences
",6200000,11-50,Acquired,areyouahuman.com,7.627397260273972,812859.1954022988,1,0,25.0
195,2011-09-01,Startup,https://angel.co/company/argus-insights,Los Gatos,Predictive Analytics,Argus Insights,"
Product Market Fit Analytics Powered By Design Thinking
",200000,1-10,Seed,argusinsights.com,8.293150684931506,24116.286752560292,0,0,5.0
196,2013-10-01,Startup,https://angel.co/company/aries-tco-1,Palm Beach Gardens,Small and Medium Businesses,Aries TCO,"
WE HELP YOU GO FROM TECH IDEA TO TECH STARTUP. 
",360000,1-10,Series A,ariestco.com,6.208219178082191,57987.64342453663,0,0,5.0
197,2016-04-01,Startup,https://angel.co/company/arivale,-,-,Arivale,"
Your scientific path to wellness
",36000000,51-200,Series B,arivale.com,3.706849315068493,9711751.662971174,1,1,125.0
198,2013-04-01,Startup,https://angel.co/company/armortext,Washington DC,Governments,ArmorText,"
Enterprise Mobile Messaging w/ Security, Native Text Backup & Audit Controls
",3120500,1-10,,armortext.co,6.7095890410958905,465080.6451612903,1,0,5.0
199,2016-09-01,Startup,https://angel.co/company/armory,San Mateo,Developer Tools,Armory,"
Ship Better Software, Faster
",38000000,11-50,Series B,armory.io,3.287671232876712,11558333.333333334,1,1,25.0
